date,color,quantity_sold
2002-03-19,navy,6
2002-03-19,teal,6
2002-03-19,maroon,7
2002-03-19,lime,7
2002-03-19,gold,6
2002-03-19,silver,8
2002-03-19,beige,0
2002-03-19,turquoise,6
2002-03-19,indigo,9
2002-03-20,red,14
2002-03-20,blue,3
2002-03-20,green,3
2002-03-20,yellow,10
2002-03-20,black,4
2002-03-20,white,7
2002-03-20,purple,6
2002-03-20,orange,11
2002-03-20,pink,1
2002-03-20,gray,2
2002-03-20,brown,3
2002-03-20,cyan,2
2002-03-20,magenta,2
2002-03-20,navy,10
2002-03-20,teal,5
2002-03-20,maroon,10
2002-03-20,lime,4
2002-03-20,gold,7
2002-03-20,silver,7
2002-03-20,beige,1
2002-03-20,turquoise,10
2002-03-20,indigo,11
2002-03-21,red,15
2002-03-21,blue,11
2002-03-21,green,0
2002-03-21,yellow,6
2002-03-21,black,5
2002-03-21,white,7
2002-03-21,purple,1
2002-03-21,orange,4
2002-03-21,pink,6
2002-03-21,gray,1
2002-03-21,brown,6
2002-03-21,cyan,5
2002-03-21,magenta,0
2002-03-21,navy,8
2002-03-21,teal,4
2002-03-21,maroon,11
2002-03-21,lime,1
2002-03-21,gold,14
2002-03-21,silver,6
2002-03-21,beige,10
2002-03-21,turquoise,9
2002-03-21,indigo,12
2002-03-22,red,13
2002-03-22,blue,7
2002-03-22,green,6
2002-03-22,yellow,11
2002-03-22,black,6
2002-03-22,white,6
2002-03-22,purple,9
2002-03-22,orange,1
2002-03-22,pink,6
2002-03-22,gray,9
2002-03-22,brown,11
2002-03-22,cyan,0
2002-03-22,magenta,9
2002-03-22,navy,5
2002-03-22,teal,1
2002-03-22,maroon,5
2002-03-22,lime,4
2002-03-22,gold,8
2002-03-22,silver,1
2002-03-22,beige,4
2002-03-22,turquoise,0
2002-03-22,indigo,9
2002-03-23,red,8
2002-03-23,blue,9
2002-03-23,green,3
2002-03-23,yellow,1
2002-03-23,black,4
2002-03-23,white,4
2002-03-23,purple,9
2002-03-23,orange,2
2002-03-23,pink,1
2002-03-23,gray,8
2002-03-23,brown,10
2002-03-23,cyan,7
2002-03-23,magenta,0
2002-03-23,navy,5
2002-03-23,teal,11
2002-03-23,maroon,1
2002-03-23,lime,4
2002-03-23,gold,15
2002-03-23,silver,8
2002-03-23,beige,4
2002-03-23,turquoise,6
2002-03-23,indigo,1
2002-03-24,red,8
2002-03-24,blue,10
2002-03-24,green,7
2002-03-24,yellow,6
2002-03-24,black,13
2002-03-24,white,8
2002-03-24,purple,12
2002-03-24,orange,10
2002-03-24,pink,0
2002-03-24,gray,3
2002-03-24,brown,4
2002-03-24,cyan,4
2002-03-24,magenta,2
2002-03-24,navy,8
2002-03-24,teal,9
2002-03-24,maroon,1
2002-03-24,lime,0
2002-03-24,gold,11
2002-03-24,silver,2
2002-03-24,beige,8
2002-03-24,turquoise,1
2002-03-24,indigo,3
2002-03-25,red,10
2002-03-25,blue,4
2002-03-25,green,1
2002-03-25,yellow,9
2002-03-25,black,6
2002-03-25,white,3
2002-03-25,purple,9
2002-03-25,orange,5
2002-03-25,pink,8
2002-03-25,gray,7
2002-03-25,brown,3
2002-03-25,cyan,4
2002-03-25,magenta,9
2002-03-25,navy,8
2002-03-25,teal,10
2002-03-25,maroon,5
2002-03-25,lime,6
2002-03-25,gold,9
2002-03-25,silver,5
2002-03-25,beige,1
2002-03-25,turquoise,8
2002-03-25,indigo,4
2002-03-26,red,4
2002-03-26,blue,10
2002-03-26,green,0
2002-03-26,yellow,0
2002-03-26,black,8
2002-03-26,white,4
2002-03-26,purple,11
2002-03-26,orange,10
2002-03-26,pink,7
2002-03-26,gray,6
2002-03-26,brown,4
2002-03-26,cyan,1
2002-03-26,magenta,7
2002-03-26,navy,6
2002-03-26,teal,1
2002-03-26,maroon,8
2002-03-26,lime,0
2002-03-26,gold,13
2002-03-26,silver,9
2002-03-26,beige,7
2002-03-26,turquoise,8
2002-03-26,indigo,5
2002-03-27,red,15
2002-03-27,blue,1
2002-03-27,green,0
2002-03-27,yellow,8
2002-03-27,black,8
2002-03-27,white,2
2002-03-27,purple,7
2002-03-27,orange,4
2002-03-27,pink,2
2002-03-27,gray,1
2002-03-27,brown,10
2002-03-27,cyan,9
2002-03-27,magenta,9
2002-03-27,navy,4
2002-03-27,teal,7
2002-03-27,maroon,9
2002-03-27,lime,0
2002-03-27,gold,10
2002-03-27,silver,7
2002-03-27,beige,7
2002-03-27,turquoise,6
2002-03-27,indigo,4
2002-03-28,red,17
2002-03-28,blue,9
2002-03-28,green,7
2002-03-28,yellow,7
2002-03-28,black,9
2002-03-28,white,5
2002-03-28,purple,1
2002-03-28,orange,2
2002-03-28,pink,9
2002-03-28,gray,8
2002-03-28,brown,5
2002-03-28,cyan,0
2002-03-28,magenta,7
2002-03-28,navy,10
2002-03-28,teal,9
2002-03-28,maroon,4
2002-03-28,lime,9
2002-03-28,gold,5
2002-03-28,silver,10
2002-03-28,beige,0
2002-03-28,turquoise,0
2002-03-28,indigo,2
2002-03-29,red,17
2002-03-29,blue,2
2002-03-29,green,4
2002-03-29,yellow,4
2002-03-29,black,14
2002-03-29,white,6
2002-03-29,purple,4
2002-03-29,orange,2
2002-03-29,pink,0
2002-03-29,gray,0
2002-03-29,brown,10
2002-03-29,cyan,8
2002-03-29,magenta,4
2002-03-29,navy,3
2002-03-29,teal,10
2002-03-29,maroon,10
2002-03-29,lime,10
2002-03-29,gold,14
2002-03-29,silver,5
2002-03-29,beige,9
2002-03-29,turquoise,5
2002-03-29,indigo,2
2002-03-30,red,6
2002-03-30,blue,10
2002-03-30,green,8
2002-03-30,yellow,7
2002-03-30,black,8
2002-03-30,white,4
2002-03-30,purple,2
2002-03-30,orange,9
2002-03-30,pink,11
2002-03-30,gray,0
2002-03-30,brown,3
2002-03-30,cyan,4
2002-03-30,magenta,4
2002-03-30,navy,0
2002-03-30,teal,3
2002-03-30,maroon,8
2002-03-30,lime,10
2002-03-30,gold,14
2002-03-30,silver,7
2002-03-30,beige,8
2002-03-30,turquoise,5
2002-03-30,indigo,1
2002-03-31,red,12
2002-03-31,blue,8
2002-03-31,green,0
2002-03-31,yellow,0
2002-03-31,black,8
2002-03-31,white,5
2002-03-31,purple,6
2002-03-31,orange,2
2002-03-31,pink,11
2002-03-31,gray,6
2002-03-31,brown,10
2002-03-31,cyan,3
2002-03-31,magenta,3
2002-03-31,navy,2
2002-03-31,teal,4
2002-03-31,maroon,8
2002-03-31,lime,7
2002-03-31,gold,13
2002-03-31,silver,8
2002-03-31,beige,3
2002-03-31,turquoise,4
2002-03-31,indigo,1
2002-04-01,red,5
2002-04-01,blue,8
2002-04-01,green,5
2002-04-01,yellow,4
2002-04-01,black,6
2002-04-01,white,0
2002-04-01,purple,9
2002-04-01,orange,8
2002-04-01,pink,0
2002-04-01,gray,7
2002-04-01,brown,1
2002-04-01,cyan,0
2002-04-01,magenta,3
2002-04-01,navy,9
2002-04-01,teal,2
2002-04-01,maroon,2
2002-04-01,lime,10
2002-04-01,gold,9
2002-04-01,silver,6
2002-04-01,beige,3
2002-04-01,turquoise,5
2002-04-01,indigo,3
2002-04-02,red,12
2002-04-02,blue,10
2002-04-02,green,8
2002-04-02,yellow,8
2002-04-02,black,14
2002-04-02,white,7
2002-04-02,purple,5
2002-04-02,orange,3
2002-04-02,pink,10
2002-04-02,gray,8
2002-04-02,brown,9
2002-04-02,cyan,7
2002-04-02,magenta,3
2002-04-02,navy,3
2002-04-02,teal,7
2002-04-02,maroon,1
2002-04-02,lime,5
2002-04-02,gold,13
2002-04-02,silver,2
2002-04-02,beige,7
2002-04-02,turquoise,6
2002-04-02,indigo,6
2002-04-03,red,6
2002-04-03,blue,7
2002-04-03,green,4
2002-04-03,yellow,6
2002-04-03,black,9
2002-04-03,white,2
2002-04-03,purple,3
2002-04-03,orange,3
2002-04-03,pink,2
2002-04-03,gray,10
2002-04-03,brown,5
2002-04-03,cyan,6
2002-04-03,magenta,8
2002-04-03,navy,6
2002-04-03,teal,6
2002-04-03,maroon,3
2002-04-03,lime,10
2002-04-03,gold,7
2002-04-03,silver,4
2002-04-03,beige,8
2002-04-03,turquoise,0
2002-04-03,indigo,9
2002-04-04,red,7
2002-04-04,blue,1
2002-04-04,green,0
2002-04-04,yellow,9
2002-04-04,black,15
2002-04-04,white,3
2002-04-04,purple,5
2002-04-04,orange,8
2002-04-04,pink,8
2002-04-04,gray,6
2002-04-04,brown,2
2002-04-04,cyan,8
2002-04-04,magenta,4
2002-04-04,navy,6
2002-04-04,teal,7
2002-04-04,maroon,1
2002-04-04,lime,1
2002-04-04,gold,5
2002-04-04,silver,5
2002-04-04,beige,0
2002-04-04,turquoise,9
2002-04-04,indigo,5
2002-04-05,red,11
2002-04-05,blue,9
2002-04-05,green,2
2002-04-05,yellow,0
2002-04-05,black,11
2002-04-05,white,4
2002-04-05,purple,3
2002-04-05,orange,10
2002-04-05,pink,4
2002-04-05,gray,7
2002-04-05,brown,4
2002-04-05,cyan,8
2002-04-05,magenta,3
2002-04-05,navy,7
2002-04-05,teal,4
2002-04-05,maroon,6
2002-04-05,lime,3
2002-04-05,gold,7
2002-04-05,silver,4
2002-04-05,beige,3
2002-04-05,turquoise,2
2002-04-05,indigo,2
2002-04-06,red,11
2002-04-06,blue,8
2002-04-06,green,9
2002-04-06,yellow,5
2002-04-06,black,16
2002-04-06,white,0
2002-04-06,purple,5
2002-04-06,orange,5
2002-04-06,pink,2
2002-04-06,gray,12
2002-04-06,brown,0
2002-04-06,cyan,3
2002-04-06,magenta,5
2002-04-06,navy,0
2002-04-06,teal,9
2002-04-06,maroon,7
2002-04-06,lime,8
2002-04-06,gold,13
2002-04-06,silver,11
2002-04-06,beige,8
2002-04-06,turquoise,11
2002-04-06,indigo,8
2002-04-07,red,11
2002-04-07,blue,0
2002-04-07,green,6
2002-04-07,yellow,5
2002-04-07,black,5
2002-04-07,white,6
2002-04-07,purple,8
2002-04-07,orange,11
2002-04-07,pink,8
2002-04-07,gray,4
2002-04-07,brown,5
2002-04-07,cyan,1
2002-04-07,magenta,0
2002-04-07,navy,10
2002-04-07,teal,8
2002-04-07,maroon,2
2002-04-07,lime,7
2002-04-07,gold,10
2002-04-07,silver,8
2002-04-07,beige,9
2002-04-07,turquoise,7
2002-04-07,indigo,9
2002-04-08,red,13
2002-04-08,blue,2
2002-04-08,green,10
2002-04-08,yellow,3
2002-04-08,black,8
2002-04-08,white,5
2002-04-08,purple,3
2002-04-08,orange,7
2002-04-08,pink,7
2002-04-08,gray,2
2002-04-08,brown,2
2002-04-08,cyan,0
2002-04-08,magenta,4
2002-04-08,navy,5
2002-04-08,teal,0
2002-04-08,maroon,5
2002-04-08,lime,3
2002-04-08,gold,13
2002-04-08,silver,8
2002-04-08,beige,0
2002-04-08,turquoise,11
2002-04-08,indigo,1
2002-04-09,red,15
2002-04-09,blue,9
2002-04-09,green,4
2002-04-09,yellow,2
2002-04-09,black,14
2002-04-09,white,9
2002-04-09,purple,11
2002-04-09,orange,4
2002-04-09,pink,10
2002-04-09,gray,6
2002-04-09,brown,1
2002-04-09,cyan,7
2002-04-09,magenta,2
2002-04-09,navy,6
2002-04-09,teal,6
2002-04-09,maroon,7
2002-04-09,lime,2
2002-04-09,gold,9
2002-04-09,silver,0
2002-04-09,beige,3
2002-04-09,turquoise,9
2002-04-09,indigo,6
2002-04-10,red,16
2002-04-10,blue,10
2002-04-10,green,6
2002-04-10,yellow,2
2002-04-10,black,12
2002-04-10,white,1
2002-04-10,purple,9
2002-04-10,orange,10
2002-04-10,pink,8
2002-04-10,gray,9
2002-04-10,brown,5
2002-04-10,cyan,6
2002-04-10,magenta,10
2002-04-10,navy,0
2002-04-10,teal,1
2002-04-10,maroon,1
2002-04-10,lime,1
2002-04-10,gold,11
2002-04-10,silver,12
2002-04-10,beige,5
2002-04-10,turquoise,5
2002-04-10,indigo,8
2002-04-11,red,14
2002-04-11,blue,10
2002-04-11,green,1
2002-04-11,yellow,9
2002-04-11,black,12
2002-04-11,white,7
2002-04-11,purple,0
2002-04-11,orange,6
2002-04-11,pink,5
2002-04-11,gray,3
2002-04-11,brown,5
2002-04-11,cyan,4
2002-04-11,magenta,2
2002-04-11,navy,8
2002-04-11,teal,8
2002-04-11,maroon,7
2002-04-11,lime,3
2002-04-11,gold,15
2002-04-11,silver,6
2002-04-11,beige,0
2002-04-11,turquoise,3
2002-04-11,indigo,4
2002-04-12,red,5
2002-04-12,blue,2
2002-04-12,green,9
2002-04-12,yellow,0
2002-04-12,black,8
2002-04-12,white,8
2002-04-12,purple,9
2002-04-12,orange,4
2002-04-12,pink,10
2002-04-12,gray,4
2002-04-12,brown,2
2002-04-12,cyan,3
2002-04-12,magenta,5
2002-04-12,navy,2
2002-04-12,teal,9
2002-04-12,maroon,5
2002-04-12,lime,5
2002-04-12,gold,10
2002-04-12,silver,11
2002-04-12,beige,0
2002-04-12,turquoise,6
2002-04-12,indigo,11
2002-04-13,red,14
2002-04-13,blue,3
2002-04-13,green,6
2002-04-13,yellow,4
2002-04-13,black,15
2002-04-13,white,2
2002-04-13,purple,3
2002-04-13,orange,2
2002-04-13,pink,4
2002-04-13,gray,12
2002-04-13,brown,6
2002-04-13,cyan,3
2002-04-13,magenta,7
2002-04-13,navy,4
2002-04-13,teal,12
2002-04-13,maroon,2
2002-04-13,lime,6
2002-04-13,gold,8
2002-04-13,silver,6
2002-04-13,beige,2
2002-04-13,turquoise,1
2002-04-13,indigo,9
2002-04-14,red,16
2002-04-14,blue,1
2002-04-14,green,1
2002-04-14,yellow,3
2002-04-14,black,6
2002-04-14,white,12
2002-04-14,purple,7
2002-04-14,orange,3
2002-04-14,pink,4
2002-04-14,gray,7
2002-04-14,brown,0
2002-04-14,cyan,0
2002-04-14,magenta,9
2002-04-14,navy,4
2002-04-14,teal,8
2002-04-14,maroon,9
2002-04-14,lime,3
2002-04-14,gold,9
2002-04-14,silver,12
2002-04-14,beige,6
2002-04-14,turquoise,6
2002-04-14,indigo,5
2002-04-15,red,14
2002-04-15,blue,7
2002-04-15,green,0
2002-04-15,yellow,8
2002-04-15,black,12
2002-04-15,white,4
2002-04-15,purple,11
2002-04-15,orange,0
2002-04-15,pink,8
2002-04-15,gray,7
2002-04-15,brown,8
2002-04-15,cyan,6
2002-04-15,magenta,2
2002-04-15,navy,7
2002-04-15,teal,0
2002-04-15,maroon,8
2002-04-15,lime,2
2002-04-15,gold,5
2002-04-15,silver,1
2002-04-15,beige,2
2002-04-15,turquoise,2
2002-04-15,indigo,10
2002-04-16,red,12
2002-04-16,blue,11
2002-04-16,green,0
2002-04-16,yellow,8
2002-04-16,black,10
2002-04-16,white,6
2002-04-16,purple,7
2002-04-16,orange,8
2002-04-16,pink,9
2002-04-16,gray,6
2002-04-16,brown,3
2002-04-16,cyan,6
2002-04-16,magenta,8
2002-04-16,navy,2
2002-04-16,teal,4
2002-04-16,maroon,2
2002-04-16,lime,4
2002-04-16,gold,14
2002-04-16,silver,5
2002-04-16,beige,0
2002-04-16,turquoise,2
2002-04-16,indigo,3
2002-04-17,red,6
2002-04-17,blue,2
2002-04-17,green,6
2002-04-17,yellow,4
2002-04-17,black,7
2002-04-17,white,2
2002-04-17,purple,10
2002-04-17,orange,11
2002-04-17,pink,5
2002-04-17,gray,10
2002-04-17,brown,7
2002-04-17,cyan,8
2002-04-17,magenta,6
2002-04-17,navy,4
2002-04-17,teal,5
2002-04-17,maroon,7
2002-04-17,lime,10
2002-04-17,gold,6
2002-04-17,silver,2
2002-04-17,beige,4
2002-04-17,turquoise,4
2002-04-17,indigo,10
2002-04-18,red,14
2002-04-18,blue,7
2002-04-18,green,3
2002-04-18,yellow,3
2002-04-18,black,15
2002-04-18,white,1
2002-04-18,purple,0
2002-04-18,orange,3
2002-04-18,pink,11
2002-04-18,gray,1
2002-04-18,brown,3
2002-04-18,cyan,9
2002-04-18,magenta,3
2002-04-18,navy,6
2002-04-18,teal,3
2002-04-18,maroon,3
2002-04-18,lime,3
2002-04-18,gold,6
2002-04-18,silver,1
2002-04-18,beige,7
2002-04-18,turquoise,9
2002-04-18,indigo,6
2002-04-19,red,8
2002-04-19,blue,2
2002-04-19,green,2
2002-04-19,yellow,4
2002-04-19,black,12
2002-04-19,white,0
2002-04-19,purple,4
2002-04-19,orange,2
2002-04-19,pink,5
2002-04-19,gray,6
2002-04-19,brown,10
2002-04-19,cyan,0
2002-04-19,magenta,0
2002-04-19,navy,9
2002-04-19,teal,2
2002-04-19,maroon,2
2002-04-19,lime,5
2002-04-19,gold,6
2002-04-19,silver,10
2002-04-19,beige,4
2002-04-19,turquoise,7
2002-04-19,indigo,4
2002-04-20,red,7
2002-04-20,blue,1
2002-04-20,green,2
2002-04-20,yellow,0
2002-04-20,black,12
2002-04-20,white,2
2002-04-20,purple,7
2002-04-20,orange,2
2002-04-20,pink,5
2002-04-20,gray,8
2002-04-20,brown,4
2002-04-20,cyan,1
2002-04-20,magenta,2
2002-04-20,navy,12
2002-04-20,teal,10
2002-04-20,maroon,6
2002-04-20,lime,8
2002-04-20,gold,12
2002-04-20,silver,11
2002-04-20,beige,4
2002-04-20,turquoise,5
2002-04-20,indigo,6
2002-04-21,red,11
2002-04-21,blue,10
2002-04-21,green,6
2002-04-21,yellow,12
2002-04-21,black,11
2002-04-21,white,6
2002-04-21,purple,9
2002-04-21,orange,9
2002-04-21,pink,4
2002-04-21,gray,10
2002-04-21,brown,12
2002-04-21,cyan,2
2002-04-21,magenta,2
2002-04-21,navy,6
2002-04-21,teal,3
2002-04-21,maroon,3
2002-04-21,lime,5
2002-04-21,gold,5
2002-04-21,silver,8
2002-04-21,beige,2
2002-04-21,turquoise,2
2002-04-21,indigo,4
2002-04-22,red,8
2002-04-22,blue,3
2002-04-22,green,0
2002-04-22,yellow,4
2002-04-22,black,14
2002-04-22,white,3
2002-04-22,purple,4
2002-04-22,orange,4
2002-04-22,pink,1
2002-04-22,gray,4
2002-04-22,brown,8
2002-04-22,cyan,4
2002-04-22,magenta,5
2002-04-22,navy,1
2002-04-22,teal,9
2002-04-22,maroon,1
2002-04-22,lime,9
2002-04-22,gold,13
2002-04-22,silver,10
2002-04-22,beige,8
2002-04-22,turquoise,0
2002-04-22,indigo,6
2002-04-23,red,11
2002-04-23,blue,6
2002-04-23,green,8
2002-04-23,yellow,6
2002-04-23,black,16
2002-04-23,white,1
2002-04-23,purple,2
2002-04-23,orange,7
2002-04-23,pink,2
2002-04-23,gray,4
2002-04-23,brown,6
2002-04-23,cyan,7
2002-04-23,magenta,1
2002-04-23,navy,10
2002-04-23,teal,9
2002-04-23,maroon,11
2002-04-23,lime,8
2002-04-23,gold,14
2002-04-23,silver,10
2002-04-23,beige,7
2002-04-23,turquoise,2
2002-04-23,indigo,7
2002-04-24,red,6
2002-04-24,blue,10
2002-04-24,green,4
2002-04-24,yellow,2
2002-04-24,black,11
2002-04-24,white,0
2002-04-24,purple,11
2002-04-24,orange,9
2002-04-24,pink,3
2002-04-24,gray,1
2002-04-24,brown,7
2002-04-24,cyan,8
2002-04-24,magenta,2
2002-04-24,navy,3
2002-04-24,teal,3
2002-04-24,maroon,6
2002-04-24,lime,6
2002-04-24,gold,4
2002-04-24,silver,4
2002-04-24,beige,7
2002-04-24,turquoise,9
2002-04-24,indigo,3
2002-04-25,red,5
2002-04-25,blue,7
2002-04-25,green,0
2002-04-25,yellow,6
2002-04-25,black,12
2002-04-25,white,2
2002-04-25,purple,4
2002-04-25,orange,0
2002-04-25,pink,1
2002-04-25,gray,1
2002-04-25,brown,3
2002-04-25,cyan,7
2002-04-25,magenta,0
2002-04-25,navy,3
2002-04-25,teal,6
2002-04-25,maroon,3
2002-04-25,lime,6
2002-04-25,gold,12
2002-04-25,silver,4
2002-04-25,beige,0
2002-04-25,turquoise,7
2002-04-25,indigo,1
2002-04-26,red,9
2002-04-26,blue,8
2002-04-26,green,8
2002-04-26,yellow,0
2002-04-26,black,8
2002-04-26,white,7
2002-04-26,purple,6
2002-04-26,orange,11
2002-04-26,pink,0
2002-04-26,gray,1
2002-04-26,brown,8
2002-04-26,cyan,7
2002-04-26,magenta,4
2002-04-26,navy,6
2002-04-26,teal,1
2002-04-26,maroon,4
2002-04-26,lime,2
2002-04-26,gold,13
2002-04-26,silver,4
2002-04-26,beige,6
2002-04-26,turquoise,8
2002-04-26,indigo,10
2002-04-27,red,8
2002-04-27,blue,1
2002-04-27,green,9
2002-04-27,yellow,11
2002-04-27,black,7
2002-04-27,white,9
2002-04-27,purple,3
2002-04-27,orange,5
2002-04-27,pink,10
2002-04-27,gray,5
2002-04-27,brown,2
2002-04-27,cyan,7
2002-04-27,magenta,9
2002-04-27,navy,7
2002-04-27,teal,11
2002-04-27,maroon,3
2002-04-27,lime,8
2002-04-27,gold,8
2002-04-27,silver,3
2002-04-27,beige,8
2002-04-27,turquoise,4
2002-04-27,indigo,2
2002-04-28,red,15
2002-04-28,blue,4
2002-04-28,green,3
2002-04-28,yellow,9
2002-04-28,black,9
2002-04-28,white,3
2002-04-28,purple,6
2002-04-28,orange,10
2002-04-28,pink,9
2002-04-28,gray,4
2002-04-28,brown,4
2002-04-28,cyan,5
2002-04-28,magenta,9
2002-04-28,navy,6
2002-04-28,teal,11
2002-04-28,maroon,4
2002-04-28,lime,9
2002-04-28,gold,12
2002-04-28,silver,3
2002-04-28,beige,0
2002-04-28,turquoise,9
2002-04-28,indigo,10
2002-04-29,red,10
2002-04-29,blue,3
2002-04-29,green,6
2002-04-29,yellow,7
2002-04-29,black,11
2002-04-29,white,10
2002-04-29,purple,4
2002-04-29,orange,6
2002-04-29,pink,2
2002-04-29,gray,0
2002-04-29,brown,8
2002-04-29,cyan,0
2002-04-29,magenta,11
2002-04-29,navy,0
2002-04-29,teal,7
2002-04-29,maroon,8
2002-04-29,lime,9
2002-04-29,gold,8
2002-04-29,silver,5
2002-04-29,beige,6
2002-04-29,turquoise,0
2002-04-29,indigo,0
2002-04-30,red,10
2002-04-30,blue,11
2002-04-30,green,0
2002-04-30,yellow,4
2002-04-30,black,16
2002-04-30,white,5
2002-04-30,purple,1
2002-04-30,orange,8
2002-04-30,pink,10
2002-04-30,gray,2
2002-04-30,brown,1
2002-04-30,cyan,8
2002-04-30,magenta,4
2002-04-30,navy,4
2002-04-30,teal,10
2002-04-30,maroon,2
2002-04-30,lime,0
2002-04-30,gold,5
2002-04-30,silver,11
2002-04-30,beige,10
2002-04-30,turquoise,2
2002-04-30,indigo,7
2002-05-01,red,12
2002-05-01,blue,3
2002-05-01,green,3
2002-05-01,yellow,0
2002-05-01,black,4
2002-05-01,white,4
2002-05-01,purple,3
2002-05-01,orange,0
2002-05-01,pink,6
2002-05-01,gray,11
2002-05-01,brown,6
2002-05-01,cyan,6
2002-05-01,magenta,8
2002-05-01,navy,12
2002-05-01,teal,6
2002-05-01,maroon,6
2002-05-01,lime,9
2002-05-01,gold,12
2002-05-01,silver,3
2002-05-01,beige,1
2002-05-01,turquoise,3
2002-05-01,indigo,6
2002-05-02,red,6
2002-05-02,blue,5
2002-05-02,green,6
2002-05-02,yellow,3
2002-05-02,black,16
2002-05-02,white,6
2002-05-02,purple,0
2002-05-02,orange,6
2002-05-02,pink,3
2002-05-02,gray,10
2002-05-02,brown,3
2002-05-02,cyan,6
2002-05-02,magenta,9
2002-05-02,navy,5
2002-05-02,teal,5
2002-05-02,maroon,3
2002-05-02,lime,7
2002-05-02,gold,11
2002-05-02,silver,6
2002-05-02,beige,7
2002-05-02,turquoise,6
2002-05-02,indigo,1
2002-05-03,red,8
2002-05-03,blue,11
2002-05-03,green,0
2002-05-03,yellow,9
2002-05-03,black,16
2002-05-03,white,10
2002-05-03,purple,6
2002-05-03,orange,0
2002-05-03,pink,3
2002-05-03,gray,5
2002-05-03,brown,6
2002-05-03,cyan,4
2002-05-03,magenta,9
2002-05-03,navy,3
2002-05-03,teal,1
2002-05-03,maroon,2
2002-05-03,lime,10
2002-05-03,gold,9
2002-05-03,silver,9
2002-05-03,beige,3
2002-05-03,turquoise,8
2002-05-03,indigo,8
2002-05-04,red,13
2002-05-04,blue,4
2002-05-04,green,5
2002-05-04,yellow,5
2002-05-04,black,13
2002-05-04,white,5
2002-05-04,purple,12
2002-05-04,orange,7
2002-05-04,pink,11
2002-05-04,gray,8
2002-05-04,brown,9
2002-05-04,cyan,0
2002-05-04,magenta,4
2002-05-04,navy,4
2002-05-04,teal,10
2002-05-04,maroon,10
2002-05-04,lime,11
2002-05-04,gold,14
2002-05-04,silver,3
2002-05-04,beige,5
2002-05-04,turquoise,4
2002-05-04,indigo,0
2002-05-05,red,15
2002-05-05,blue,1
2002-05-05,green,8
2002-05-05,yellow,5
2002-05-05,black,17
2002-05-05,white,3
2002-05-05,purple,8
2002-05-05,orange,1
